ko	root_iterativeID	n_MAGs	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K00703	Vicingus_m	1	Vicingus	0.3132	0.2064	0.1415	2.0116	0.0000
K00703	Sediminibacterium	1	Sediminibacterium	0.0000	2.1453	3.0754	0.0000	0.0000
K00703	GCA-2702655_m	1	GCA-2702655	0.0000	0.0000	0.0000	1.3749	0.6897
K00703	JAFEBO01_m	1	JAFEBO01	0.5438	0.8599	0.6878	0.0000	0.0000
K00703	Ch132_m	1	Ch132	0.3243	0.0855	0.1172	0.6861	0.0738
K00703	Leptolinea	1	Leptolinea	0.0000	0.1361	0.0933	0.5462	0.2936
K00703	Blastopirellula	1	M30B19	0.4621	0.1218	0.2505	0.0698	0.0000
K00703	CAIVAT01_m	1	CAIVAT01	0.0000	0.0000	0.0000	0.9166	0.0862
K00703	Flavitalea	1	JJ008	0.9552	1.1387	1.2519	0.1889	0.0518
K00703	Salinispiraceae_m	1		0.4333	0.0000	0.0783	1.1130	0.0000
K00703	UBA2386_m	1	UBA2386	1.4567	0.9792	1.3792	0.0000	0.0000
K00703	midas_g_9628	1	UBA1930	2.2228	2.6665	1.0447	0.0000	0.1110
K00703	Herpetosiphon	1	Herpetosiphon	0.2892	0.1126	0.0772	0.0000	0.5494
K00703	Mariniflexile_m	1	Mariniflexile	0.7976	0.4204	0.7206	0.0000	0.0000
K00703	SCN-52-12_m	1	SCN-52-12	0.0000	0.0000	0.0000	0.0000	1.0178
K00703	Rurimicrobium	1	Flavipsychrobacter	0.1527	0.8050	0.2760	0.0000	0.0000
K00703	Flavipsychrobacter_m	1	Flavipsychrobacter	0.0000	0.0000	0.0835	0.3491	0.3153
K00703	JAKRSD01_m	1	JAKRSD01	0.4648	0.4083	0.0000	0.0000	0.8808
K00703	Runella_m	1	Runella	0.1595	0.6306	0.5764	0.1205	0.1814
K00703	JAEUWI01_m	1	JAEUWI01	0.3523	0.3482	0.0000	0.0665	0.0000
K00703	Fimbriimonadaceae_m	1		0.0000	0.0000	0.0801	0.2009	0.1511
K00703	Phnomibacter_m	1	Phnomibacter	0.4698	0.4127	0.5660	0.0000	0.0000
K00703	CALMUP01_m	1	CALMUP01	0.6890	0.7581	1.1326	0.1992	0.1000
K00703	Chlorobium	1	Chlorobium	0.0835	0.0000	0.0754	0.0631	0.0000
K00703	JAFLBI01_m	1	JAFLBI01	0.9025	0.7735	0.2851	0.0000	0.0000
K00703	Bacteria_m	1		0.3446	0.1513	0.2075	0.0000	0.0000
K00703	Chitinophagaceae	1	CAIVPM01	0.0000	0.0000	0.0828	0.2769	0.0000
K00703	UBA927_m	1	UBA927	0.0000	0.0000	0.0000	0.2042	0.2049
K00925	Ca_Competibacter	6	Competibacter	704.8740	759.3688	751.3820	309.6583	149.4036
K00925	Ca_Accumulibacter	3	Accumulibacter	28.2698	15.2868	14.7884	52.2564	132.9098
K00925	Thauera	1	Thauera	115.4554	286.8645	278.6043	7.8600	8.5270
K00925	Leptovillus_m	2	Leptovillus	16.4964	8.8220	9.2518	25.1033	22.4134
K00925	JAEULV01_m	1	JAEULV01	11.4142	16.0431	19.1115	19.4319	78.3895
K00925	Niveibacterium	1	Niveibacterium	246.7503	244.9697	240.4563	91.1939	37.1938
K00925	Azonexus	3	Azonexus	18.0566	10.6861	10.0999	57.1115	13.7642
K00925	Propionivibrio	1	Accumulibacter	13.9343	3.3384	3.7194	39.7178	1.9805
K00925	Terrimonas	2	JJ008	0.3214	0.1412	0.1936	6.7994	25.9477
K00925	Giesbergeria_m	2	Giesbergeria	6.8146	13.2348	12.2959	2.3574	0.8708
K00925	Denitratisoma	1	Desulfobacillus	33.6481	14.1881	13.3754	14.9141	0.0000
K00925	Accumulibacter_m	3	Accumulibacter	8.7896	3.5839	5.8174	19.9321	4.3520
K00925	Zoogloea	3	Zoogloea	13.7143	36.1645	39.0128	0.6560	0.9676
K00925	Bosea	2	JAIUNP01	2.6915	4.8938	6.0395	0.6559	0.0000
K00925	Competibacter_A_m	1	Competibacter_A	19.4129	17.2480	16.6163	11.6726	3.8687
K00925	Azospira	2	Azospira_A	6.4802	4.6300	7.2401	1.7366	0.7346
K00925	Mesorhizobium	4	DUSC01	0.6338	0.0947	0.0650	0.2716	1.0251
K00925	Dokdonella	6	Dokdonella	13.5767	28.8069	30.7719	5.5347	1.1575
K00925	UBA5066_m	3	UBA5066	4.0356	7.3002	5.9462	1.0113	0.0620
K00925	Rhodobacter	4	JAAKGP01	5.9683	5.5681	7.4884	3.3933	1.5429
K00925	Azonexus_m	2	Azonexus	71.2729	66.7631	67.2614	29.0103	9.8463
K00925	Ottowia_m	1	Ottowia	2.5150	2.0713	1.4201	1.9001	0.7149
K00925	Rhodobacteraceae	3	Neotabrizicola	1.3048	0.4498	0.5925	2.4406	2.3368
K00925	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.0000	0.0000	3.4454	1.4980
K00925	Ignavibacterium	3	UTCHB3	4.2681	4.1526	3.1168	6.9900	0.0000
K00925	Defluviicoccus_m	2	Defluviicoccus	3.8009	1.4267	1.0727	1.0677	0.3087
K00925	CALBKH01_m	1	CALBKH01	1.7001	2.3787	1.0240	1.8400	8.7477
K00925	Arenimonas	4	Chiayiivirga	12.2925	19.5279	23.2358	3.1307	1.0265
K00925	UBA1573_m	3	UBA1573	10.4373	12.9693	9.0287	30.3705	30.4713
K00925	Rhizobiaceae	2	Mesorhizobium_A	0.8687	0.2728	0.6547	0.9217	0.5681
K00925	BA9_m	1	BA9	0.0000	0.0000	0.2611	11.3562	0.0000
K00925	UBA6663_m	1	UBA6663	0.3214	0.0000	0.2904	1.2142	2.7410
K00925	Sulfuritalea	2	Azospira_A	1.6626	1.4994	1.2065	0.8238	1.1907
K00925	Chelatococcus_asaccharovorans	1	Chelatococcus	4.3615	5.0223	6.2971	3.8718	0.5579
K00925	P3OB-42	1	JAEUJQ01	1.0505	1.9379	2.4675	0.4762	0.0000
K00925	Gemmobacter	1	Gemmobacter	1.1964	4.2039	3.2425	0.0000	0.0000
K00925	Hoeflea	1	Pseudohoeflea	1.3052	1.1451	1.1837	1.8842	0.6162
K00925	Inhella_m	2	Inhella	0.3330	0.4388	1.1031	0.0000	0.0000
K00925	Amaricoccus	1	Amaricoccus	0.4395	0.5791	0.9926	0.0830	0.0625
K00925	Leadbetterella_m	1	Leadbetterella	0.2303	0.0000	0.1040	2.0011	3.0116
K00925	Sulfuritalea_m	1	Sulfuritalea	1.9754	0.5648	1.4928	0.6649	0.0000
K00925	JAIUNP01_m	1	JAIUNP01	0.1107	0.4377	0.1000	0.2509	0.2518
K00925	Bryobacter	3	JACTMJ01	2.8308	1.7867	1.6974	1.2481	0.0000
K00925	Luteimonas	3	Luteimonas_D	2.3462	3.0916	4.8449	1.3928	0.0953
K00925	Cephaloticoccus	1	UBA2377	1.5684	1.5897	1.0899	1.3672	0.0686
K00925	UBA2400_m	1		0.6636	0.5247	0.2398	0.1504	7.9230
K00925	SHZI01_m	2	SHZI01	0.9813	0.2874	0.9851	0.3295	0.0000
K00925	JADKFD01_m	1	JADKFD01	0.9764	0.8577	0.8821	1.3934	0.0617
K00925	UBA2287_m	1	UBA2287	0.0000	1.6215	1.3897	6.0431	1.7490
K00925	midas_g_1409	1	M3007	0.9983	0.1879	0.5798	0.6465	0.0000
K00925	Pseudorhodobacter	1	JAAKGP01	0.6242	0.3290	0.7895	0.5659	0.2839
K00925	Niabella	1	Niabella	0.9901	1.5493	1.2858	0.1403	0.0000
K00925	Gemmatimonas	1	JAABRT01	0.2096	0.6904	0.1893	0.0000	0.0000
K00925	Holophagaceae	1	Holophaga	0.1517	0.3997	0.4110	0.8020	0.0000
K00925	JALNZU01_m	1	JALNZU01	0.7300	0.5771	1.4509	0.5515	0.1660
K00925	Luteimonas_D_m	1	Luteimonas_D	6.6420	15.0428	13.1264	1.6466	2.7141
K00925	Paracoccus	1	Paracoccus	0.4373	1.0083	1.1851	0.4955	0.2486
K00925	Pseudofulvimonas_m	2	Pseudofulvimonas	0.4960	0.5446	0.6722	0.3747	0.0470
K00925	Thermomonas	2	Thermomonas	0.2066	0.2722	0.7465	0.0000	0.0587
K00925	Terrimicrobium	1	QYQL01	0.0000	0.0680	0.0000	0.7794	0.5278
K00925	JABFRJ01_m	1	JABFRJ01	0.0000	0.2365	0.0000	0.0000	0.0000
K00925	UBA5072_m	1	UBA5072	0.0000	0.0000	0.0000	0.5638	0.4849
K00925	UBA5200_m	1	UBA5200	1.5859	2.1363	4.2983	1.8106	0.1683
K00925	Holophaga_m	1	Holophaga	0.0000	0.4332	0.7921	0.3312	0.4361
K00925	Shinella	1	Mesorhizobium_G	0.1438	0.4725	0.6809	0.0000	0.0611
K00925	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.1251	0.0000	0.5118
K00925	IGN3_m	1	IGN3	0.0000	0.0000	0.0000	0.5723	0.0615
K00925	GCA-2702655_m	1	GCA-2702655	0.0000	0.0000	0.0000	0.0811	0.4274
K00925	JAFEBO01_m	1	JAFEBO01	0.2440	0.1608	0.8818	0.0000	0.0000
K00925	Blastopirellula	1	M30B19	2.7767	1.1727	1.1577	0.6724	0.0000
K00925	CAIVAT01_m	1	CAIVAT01	0.0000	0.1182	0.0000	0.4745	0.1530
K00925	Salinispiraceae_m	1		0.1093	0.7202	0.0000	0.8259	0.0000
K00925	midas_g_94	1		0.1093	0.0000	0.1975	0.0826	0.2486
K00925	midas_g_9628	1	UBA1930	0.2881	0.7592	0.5205	0.0000	0.0000
K00925	Mariniflexile_m	1	Mariniflexile	0.6526	0.5733	0.3930	0.0000	0.0000
K00925	Xanthomonadaceae	1	Pseudoxanthomonas_B	0.2170	1.0007	0.1960	0.0000	0.0000
K00925	Phnomibacter_m	1	Phnomibacter	0.0000	0.5943	0.2037	0.0000	0.0000
K00925	JAMQHH01_m	2	JAMQHH01	0.1092	0.0480	0.0329	0.8699	0.2484
K00925	JAHFLJ01_m	1	JAHFLJ01	0.0000	0.0000	0.0000	0.1648	0.8679
K00937	Ca_Competibacter	6	Competibacter	844.4896	855.1283	872.9796	414.8643	262.1028
K00937	Ca_Accumulibacter	3	Accumulibacter	71.2123	35.6321	32.1822	115.9572	296.5969
K00937	Thauera	1	Thauera	58.9112	150.4703	148.9328	4.1142	2.3454
K00937	Leptovillus_m	2	Leptovillus	47.6842	26.7359	27.4519	74.4606	64.0621
K00937	JAEULV01_m	1	JAEULV01	9.2231	12.4878	8.8676	12.2744	42.1408
K00937	OLB5_m	3	OLB5	30.6707	15.8004	20.9291	27.6712	10.7087
K00937	Niveibacterium	1	Niveibacterium	148.9244	153.6104	160.0294	57.8468	23.2491
K00937	Azonexus	3	Azonexus	11.4335	3.7301	6.0704	58.8513	15.5807
K00937	Propionivibrio	1	Accumulibacter	14.9330	2.7636	6.7127	56.2882	3.8389
K00937	Terrimonas	2	JJ008	19.1596	11.8930	11.4442	13.3988	8.7321
K00937	Lysobacter	1	SCMT01	25.8061	24.1550	20.5807	15.1942	6.0709
K00937	Giesbergeria_m	2	Giesbergeria	19.3228	35.1737	33.9694	3.1758	1.4216
K00937	Denitratisoma	1	Desulfobacillus	13.9869	4.6076	6.2411	4.4460	0.0000
K00937	Accumulibacter_m	3	Accumulibacter	8.7337	7.8159	6.0634	33.8100	7.3515
K00937	JAAEKA01_m	2	JAAEKA01	1.0877	1.2063	0.0488	47.1355	96.0731
K00937	Zoogloea	3	Zoogloea	7.0391	13.3615	15.5183	0.0000	0.3097
K00937	Bosea	2	JAIUNP01	2.3795	3.7497	2.3580	1.6041	6.7341
K00937	Fen-1058_m	1	Fen-1058	0.0000	0.3019	0.2070	3.4617	12.2429
K00937	Competibacter_A_m	1	Competibacter_A	4.5415	1.8918	3.2422	4.0698	1.2216
K00937	Azospira	2	Azospira_A	5.6210	6.2338	4.4322	0.6614	0.7368
K00937	Villigracilis_m	4	Villigracilis	2.3837	1.1179	0.1502	8.5591	4.9494
K00937	Mesorhizobium	4	DUSC01	1.3541	1.7093	3.3379	1.9575	2.9189
K00937	Dokdonella	6	Dokdonella	5.3657	4.2159	4.3798	5.2916	0.7468
K00937	UBA5066_m	3	UBA5066	3.1717	6.1088	6.5171	0.3810	0.0897
K00937	Beijerinckiaceae_m	1		0.1841	0.0000	0.1663	1.5297	13.6033
K00937	Rhodobacter	4	JAAKGP01	2.7781	4.5564	4.5743	1.4391	1.1470
K00937	Azonexus_m	2	Azonexus	4.2148	4.8761	1.9931	10.5673	4.4010
K00937	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	8.9728	13.5970	17.4286	0.0000	0.7652
K00937	Ca_Caldilinea	2	Caldilinea	2.3120	1.2777	1.3365	4.3870	1.6218
K00937	Flexifilum_m	4	Flexifilum	1.9978	1.0912	1.7095	3.8078	1.7470
K00937	Ottowia_m	1	Ottowia	1.6123	3.5123	3.3936	1.9050	1.7514
K00937	Rhodobacteraceae	3	Neotabrizicola	0.3505	0.5317	0.5719	1.2808	1.0288
K00937	midas_g_8672	1	OLB9	0.3589	0.0000	0.3243	6.7791	6.3255
K00937	BA12_m	2	BA12	0.2461	0.0000	0.0000	15.1183	3.7778
K00937	JAEXTR01_m	1	JAEXTR01	1.5451	2.7995	1.5704	2.7725	5.0509
K00937	Hydrogenophaga_m	3	Hydrogenophaga	2.8771	9.1785	14.4307	0.7759	0.0839
K00937	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.2971	0.0000	9.1997	3.4614
K00937	Ignavibacterium	3	UTCHB3	3.1489	4.1067	2.5183	8.9894	0.4346
K00937	Defluviicoccus_m	2	Defluviicoccus	4.0582	3.3076	2.4901	0.0423	0.0000
K00937	Phaeodactylibacter	1	UBA2329	2.3116	1.1222	1.8686	2.5738	1.7292
K00937	CALBKH01_m	1	CALBKH01	0.6626	0.8731	0.7587	1.7697	7.6659
K00937	Rhodoplanes	1	SCUB01	0.0897	0.1182	0.0000	1.0847	2.8567
K00937	Desulfobacillus_m	1	Desulfobacillus	3.6034	2.0350	2.1703	0.9075	0.1463
K00937	Phreatobacter_m	2	Phreatobacter	1.1557	0.7339	0.7497	2.5106	1.1675
K00937	Arenimonas	4	Chiayiivirga	2.5286	2.0449	3.3530	0.5695	0.0000
K00937	Rhizobiaceae	2	Mesorhizobium_A	2.4428	3.7983	1.1806	2.8975	0.9373
K00937	UBA2796_m	1	UBA2796	1.5521	0.0000	0.7011	6.7425	5.0737
K00937	UBA1924_m	2		3.5112	3.8421	4.2990	0.1798	0.1353
K00937	JACTMZ01_m	4	JACTMZ01	2.6097	5.4623	2.7543	0.7778	2.6863
K00937	BA9_m	1	BA9	0.1776	0.1170	0.0000	3.4217	0.0000
K00937	PHOS-HE28_m	2	PHOS-HE28	0.6606	1.3376	0.5968	15.2588	0.5534
K00937	UBA6663_m	1	UBA6663	0.2051	0.5405	0.5559	0.3874	0.6996
K00937	Taibaiella	1	Flavipsychrobacter	2.4325	5.4679	3.6196	1.7297	0.0000
K00937	JADKHR01_m	1	JADKHR01	3.9420	1.7314	1.5828	0.9927	0.9960
K00937	Sulfuritalea	2	Azospira_A	2.3549	2.4406	2.7409	1.9281	0.6525
K00937	Rhabdaerophilum_m	1	Rhabdaerophilum	0.9571	0.0000	0.8647	1.0847	8.9782
K00937	Chelatococcus_asaccharovorans	1	Chelatococcus	0.4510	0.4457	0.5093	0.0000	0.0000
K00937	P3OB-42	1	JAEUJQ01	1.1187	1.9655	1.1791	0.4226	0.2120
K00937	Gemmobacter	1	Gemmobacter	0.8493	0.7993	1.0413	0.0458	0.0345
K00937	JACRCT01_m	1	JACRCT01	0.1758	0.0000	0.0000	0.0000	3.3980
K00937	Hoeflea	1	Pseudohoeflea	0.2991	0.2627	0.4504	0.3766	0.1134
K00937	Inhella_m	2	Inhella	0.9868	1.7950	1.3406	0.0938	0.0000
K00937	Amaricoccus	1	Amaricoccus	0.5067	0.3338	0.2289	0.5104	0.1440
K00937	Brevundimonas	2	Brevundimonas	3.9879	6.8313	8.8156	4.3870	0.7900
K00937	Flavobacterium	1	Flavobacterium	1.6425	2.6452	1.8136	0.2298	0.0346
K00937	JALHNB01_m	2	JALHNB01	0.3625	0.3185	0.2730	1.8717	0.3437
K00937	JANWYT01_m	1	JANWYT01	2.3211	1.1894	0.9320	0.0000	0.0000
K00937	Leadbetterella_m	1	Leadbetterella	0.0000	0.0000	0.0000	1.9415	4.4414
K00937	GCA-2794515_m	2	GCA-2794515	1.5712	0.7307	0.5010	0.3491	0.2102
K00937	Sulfuritalea_m	1	Sulfuritalea	1.0938	0.3603	0.9882	0.9297	0.0777
K00937	JAIUNP01_m	1	JAIUNP01	0.4329	0.5704	0.1955	0.0000	0.3691
K00937	alphaI_cluster	1	GCA-013693735	0.3378	0.4451	0.3052	0.3828	0.0960
K00937	Bryobacter	3	JACTMJ01	2.4749	2.1177	2.0418	1.1356	0.1488
K00937	Luteimonas	3	Luteimonas_D	0.3681	1.0567	1.1113	1.4374	0.3150
K00937	Aquimonas_m	3	Aquimonas	0.9219	1.3842	1.4633	1.0259	0.3995
K00937	SHZI01_m	2	SHZI01	3.3665	2.3594	3.4214	1.1480	0.0353
K00937	JADKFD01_m	1	JADKFD01	0.6215	0.4914	0.6176	0.4226	0.0353
K00937	UBA2287_m	1	UBA2287	0.6919	0.6838	0.6251	1.9602	1.4751
K00937	JAIOHN01_m	1	JAIOHN01	0.0000	0.0000	0.0000	1.6361	0.2736
K00937	midas_g_1409	1	M3007	2.4729	0.5431	1.8617	2.3354	0.0000
K00937	UBA9002_m	1	UBA9002	0.7636	0.1008	1.1021	0.7493	2.8193
K00937	UBA5195_m	1	UBA5195	0.0000	0.0000	0.0000	0.2305	0.5202
K00937	JAAFHL01_m	1	JAAFHL01	1.2575	0.4143	0.8521	0.0000	3.2171
K00937	UBA2475_m	3	UBA2475	0.9849	1.3128	1.7195	0.0462	0.0000
K00937	Pseudorhodobacter	1	JAAKGP01	1.0634	1.0510	0.9607	0.2009	0.4534
K00937	midas_g_4351	1	JADZAI01	0.6747	0.4445	0.2032	1.1045	0.3836
K00937	Niabella	1	Niabella	7.4507	9.9510	17.3921	0.6641	0.1816
K00937	Gemmatimonas	1	JAABRT01	0.1753	0.3080	0.2112	0.0000	0.0000
K00937	2-12-FULL-35-15_m	2	2-12-FULL-35-15	2.4755	0.7592	1.4315	0.9313	0.4708
K00937	JADZAI01_m	1	JADZAI01	0.3238	0.7112	1.0727	0.1631	0.1227
K00937	GCA-013693735_m	1	GCA-013693735	0.2122	0.0000	0.0639	0.1069	0.5227
K00937	JACKCG01_m	1	JACKCG01	0.0605	0.1594	0.1639	0.8226	0.0344
K00937	Holophagaceae	1	Holophaga	0.8165	1.0759	0.3688	0.9253	0.0000
K00937	JALNZU01_m	1	JALNZU01	0.3502	1.3842	0.8436	0.6173	0.0000
K00937	Luteimonas_D_m	1	Luteimonas_D	0.5328	0.8191	0.4814	0.2013	0.1010
K00937	midas_g_6489	1	UBA6170	0.0000	0.1664	0.1141	0.2863	0.5744
K00937	Pseudofulvimonas_m	2	Pseudofulvimonas	0.7664	1.2537	0.6941	0.0466	0.1222
K00937	Casimicrobium_m	1	Casimicrobium	0.6953	1.4760	3.2110	0.1166	0.0000
K00937	Thermomonas	2	Thermomonas	0.4344	0.6542	0.3925	0.5626	0.0353
K00937	Terrimicrobium	1	QYQL01	0.0000	0.0000	0.0000	0.8829	1.8981
K00937	JABFRJ01_m	1	JABFRJ01	0.5008	0.1100	0.0000	0.2522	0.0949
K00937	Anaerolinea	1	Anaerolinea	0.3179	0.2094	0.4307	0.3602	0.2711
K00937	UBA2336_m	1	UBA2336	1.9264	1.0879	0.7459	0.4158	0.0000
K00937	Edaphobaculum	3	Flavipsychrobacter	0.8908	0.6006	0.4679	0.5166	0.6011
K00937	UBA8950_m	1	UBA8950	0.1224	0.0000	0.0000	0.4160	0.1043
K00937	UBA2392_m	1	UBA2392	1.1366	0.0788	0.5404	0.0000	0.1360
K00937	UBA5072_m	1	UBA5072	0.0000	0.0000	0.0000	1.9141	0.5761
K00937	UBA5200_m	1	UBA5200	0.3345	0.4408	0.7555	0.2527	0.1426
K00937	Shinella	1	Mesorhizobium_G	2.5959	3.4122	3.6754	0.0000	0.4222
K00937	Flavobacterium_m	1	Flavobacterium	0.7670	2.4878	2.3986	0.0000	0.0000
K00937	PGYR01_m	1	PGYR01	1.8383	1.0382	0.7118	2.1826	0.1493
K00937	ELB16-189_m	1	ELB16-189	1.4792	0.8026	1.2577	0.0657	0.0000
K00937	Defluviimonas	1	Albidovulum	0.0000	0.0786	0.0539	0.1352	0.6783
K00937	IGN3_m	1	IGN3	0.0000	0.0000	0.0000	0.5484	0.1032
K00937	GCA-2702655_m	1	GCA-2702655	0.8178	1.0776	0.2463	0.6178	1.0848
K00937	Prosthecobacter	1	Prosthecobacter	0.2396	0.1579	0.1624	0.8146	0.1703
K00937	GWE2-31-10_m	1		0.0000	0.0000	0.0000	0.2298	0.6225
K00937	JAFEBO01_m	1	JAFEBO01	0.6626	1.4552	0.7982	0.3337	0.6278
K00937	Blastopirellula	1	M30B19	1.0767	0.0000	0.0884	0.0740	0.0000
K00937	midas_g_2947	1	Arctic95D-9	0.0000	0.6797	0.9320	0.1948	0.0000
K00937	JABWBB01_m	1	JABWBB01	0.3745	0.0000	0.6767	1.9807	0.4258
K00937	CAIVAT01_m	1	CAIVAT01	0.0000	0.0000	0.0000	2.1489	0.4620
K00937	Flavitalea	1	JJ008	3.4013	1.0440	2.7058	0.0000	0.0000
K00937	UBA2386_m	1	UBA2386	1.1967	1.2651	0.7591	0.0917	0.0345
K00937	midas_g_94	1		0.1185	0.1561	0.1070	0.0895	0.2021
K00937	midas_g_9628	1	UBA1930	0.7426	1.4677	1.6772	0.0000	0.2111
K00937	midas_g_17587	1		0.1241	0.7360	0.8410	0.2344	0.0000
K00937	Herpetosiphon	1	Herpetosiphon	0.0000	2.4208	0.0000	0.0000	1.3202
K00937	UBA2396_m	1	UBA2396	1.3746	0.0755	0.8279	0.1731	0.0000
K00937	SCN-52-12_m	1	SCN-52-12	0.0000	0.0808	0.0000	0.1337	1.1618
K00937	Brevundimonas_m	1	Brevundimonas	0.0000	0.0773	0.0000	0.5763	0.0000
K00937	Rurimicrobium	1	Flavipsychrobacter	0.0000	0.6879	1.1791	0.0000	0.0000
K00937	Flavipsychrobacter_m	1	Flavipsychrobacter	0.0000	0.0000	0.0000	0.2191	0.4122
K00937	JAKRSD01_m	1	JAKRSD01	0.1248	0.1645	0.2256	0.0000	0.4258
K00937	Runella_m	1	Runella	0.1136	0.0000	0.3080	0.0000	0.0000
K00937	JAEUWI01_m	1	JAEUWI01	0.1048	0.9335	0.3396	0.6936	0.0000
K00937	Fimbriimonadaceae_m	1		1.7214	0.0000	0.0000	0.2537	1.5720
K00937	Xanthomonadaceae	1	Pseudoxanthomonas_B	0.3076	0.2432	0.1112	0.0465	0.0000
K00937	Phnomibacter_m	1	Phnomibacter	0.1817	0.2395	0.4378	0.0000	0.0000
K00937	midas_g_251	1	SCUB01	0.0814	0.3218	0.1471	0.0000	0.0000
K00937	UBA1934_m	1	UBA1934	0.0000	0.1572	0.0000	1.4323	0.0000
K00937	Chlorobium	1	Chlorobium	0.0000	0.1592	0.0546	0.0913	0.1030
K00937	Chitinophagaceae	1	CAIVPM01	0.0000	0.0000	0.0561	0.1878	0.0353
K01214	Ca_Competibacter	6	Competibacter	461.1890	461.6223	467.3824	478.9224	382.2461
K01214	Ca_Accumulibacter	3	Accumulibacter	113.0246	58.0921	58.8612	236.2567	426.0335
K01214	Thauera	1	Thauera	66.4639	169.4581	156.3593	5.1358	3.2423
K01214	Leptovillus_m	2	Leptovillus	29.5435	16.6596	19.0138	38.3602	33.3425
K01214	Niveibacterium	1	Niveibacterium	0.1380	1.7591	2.9124	0.5914	0.0000
K01214	Azonexus	3	Azonexus	2.7116	1.9111	1.7542	25.1631	5.9153
K01214	Propionivibrio	1	Accumulibacter	23.5759	5.9158	8.7076	64.9601	4.5233
K01214	Lysobacter	1	SCMT01	53.6915	48.2836	46.0593	38.0926	11.9702
K01214	Denitratisoma	1	Desulfobacillus	25.1744	9.9916	10.1386	8.7078	0.1724
K01214	Accumulibacter_m	3	Accumulibacter	8.6716	5.7929	4.9055	13.4793	6.2711
K01214	JAAEKA01_m	2	JAAEKA01	0.2143	0.1746	0.2488	9.2753	14.9752
K01214	Fen-1058_m	1	Fen-1058	0.2111	0.0000	0.1907	2.7117	14.0434
K01214	Competibacter_A_m	1	Competibacter_A	157.3778	171.5458	160.9637	61.6802	26.4765
K01214	Mesorhizobium	4	DUSC01	0.4395	0.0000	0.0000	0.6641	0.4997
K01214	UBA5066_m	3	UBA5066	3.4049	6.4925	6.9964	0.7478	0.0742
K01214	Beijerinckiaceae_m	1		0.3976	0.1746	0.1197	0.9011	7.7225
K01214	Rhodobacter	4	JAAKGP01	5.3077	5.8853	5.5584	2.0195	1.6189
K01214	Ca_Caldilinea	2	Caldilinea	0.7927	1.0239	0.4824	2.5999	1.5423
K01214	Flexifilum_m	4	Flexifilum	2.4284	1.7635	2.6984	5.8389	1.2747
K01214	Rhodobacteraceae	3	Neotabrizicola	0.3148	0.3250	0.3958	1.3320	1.0574
K01214	BA12_m	2	BA12	0.0000	0.0000	0.0000	20.5821	4.8257
K01214	Hydrogenophaga_m	3	Hydrogenophaga	0.7281	2.9415	2.9068	0.3104	0.0333
K01214	Ignavibacterium	3	UTCHB3	2.2804	1.8237	2.8041	5.7095	0.0714
K01214	Defluviicoccus_m	2	Defluviicoccus	3.8668	4.1634	5.1061	0.9799	0.2709
K01214	Phaeodactylibacter	1	UBA2329	1.3506	1.5820	0.6779	1.9274	2.1329
K01214	Arenimonas	4	Chiayiivirga	0.2366	0.3118	0.2138	0.0000	0.0000
K01214	UBA2796_m	1	UBA2796	1.3151	0.0000	0.2970	5.4647	3.9252
K01214	JACTMZ01_m	4	JACTMZ01	1.0905	1.2770	1.3135	0.3203	0.5166
K01214	BA9_m	1	BA9	0.0000	0.4054	0.5559	13.2484	0.1749
K01214	UBA6663_m	1	UBA6663	0.1282	0.0845	0.1737	0.1211	0.4008
K01214	JADKHR01_m	1	JADKHR01	1.2064	0.5564	0.7629	0.2734	0.6859
K01214	Sulfuritalea	2	Azospira_A	1.4021	0.8059	0.3578	2.5234	0.1475
K01214	Chelatococcus_asaccharovorans	1	Chelatococcus	0.2451	0.5651	0.5535	0.0000	0.0000
K01214	P3OB-42	1	JAEUJQ01	1.5158	2.6680	2.1765	0.4131	0.0000
K01214	Gemmobacter	1	Gemmobacter	0.2668	0.4220	0.5304	0.0403	0.0000
K01214	JACRCT01_m	1	JACRCT01	0.0000	0.0000	0.0437	0.0000	1.4581
K01214	Inhella_m	2	Inhella	1.3620	1.2480	1.7010	0.1650	0.0298
K01214	Amaricoccus	1	Amaricoccus	3.9154	0.5159	2.1224	0.2958	0.4452
K01214	JANWYT01_m	1	JANWYT01	1.6468	1.0850	0.9728	0.0000	0.0000
K01214	GCA-2794515_m	2	GCA-2794515	0.8451	0.5568	0.4835	0.1915	0.0801
K01214	Bryobacter	3	JACTMJ01	3.1065	4.8248	2.9740	0.8654	0.1036
K01214	Aquimonas_m	3	Aquimonas	0.2564	0.1126	0.0772	1.1846	1.3731
K01214	SHZI01_m	2	SHZI01	1.1825	0.5741	0.6747	0.4702	0.0000
K01214	JADKFD01_m	1	JADKFD01	2.3135	1.0931	1.6795	2.4864	0.0000
K01214	UBA5195_m	1	UBA5195	0.1405	0.0000	0.0635	0.3185	0.3994
K01214	Pseudorhodobacter	1	JAAKGP01	0.6234	0.5537	1.5561	0.4919	0.1732
K01214	Paracoccus	1	Paracoccus	0.3130	0.1650	0.2828	0.1419	0.1779
